6000 34083
154 2298 122389
154 2541 727294
154 2897 279117
154 3844 614432
154 3938 711915
154 4934 823223
154 5539 805428
155 201 726606
155 447 602563
155 1314 173674
155 1949 942889
155 2585 958962
155 2841 160826
155 3741 883073
155 3783 548077
155 4183 544431
155 4850 514045
155 4984 160783
155 5972 925566
156 406 661561
156 1201 95211
156 1534 620850
156 1786 226290
156 1877 66166
156 2381 72764
156 2530 215392
156 3277 400110
156 4273 260572
156 4279 285068
156 5241 162434
157 545 44101
157 753 570877
157 980 562551
157 1414 472455
157 1562 674347
157 2160 346358
157 2187 700447
157 3144 400316
157 3677 876123
157 4492 188648
157 5111 404559
157 5501 233728
158 468 848085
158 1433 264275
158 1944 679783
158 1954 54611
158 2292 94886
158 2477 860888
158 3145 280992
158 3529 298366
158 4114 974741
158 4854 61031
158 4900 905407
158 5811 693520
159 713 527138
159 836 170299
159 1693 822028
159 2649 608942
159 3637 532582
159 4085 626123
159 5024 190410
159 5832 667825
160 852 291844
160 1781 930079
160 2334 640517
160 2497 95296
160 3388 722212
160 4082 394805
160 4157 95266
160 4863 459212
160 5600 963357
161 921 715312
161 1275 879104
161 2161 481157
161 2731 820828
161 3641 462381
161 4637 186855
161 5057 813191
161 5189 210498
161 5280 623648
161 5289 47738
162 730 564783
162 1417 318647
162 1458 545749
162 1660 287133
162 1757 30622
162 1997 740760
162 2968 615343
162 3961 373479
162 4221 842173
162 4957 615641
162 5473 264591
162 5529 176707
163 1065 129149
163 1778 770914
163 2657 745603
163 3486 741661
163 4124 992475
163 4173 76738
163 4846 205181
163 5676 317294
164 749 209617
164 856 831582
164 1295 226371
164 2041 177179
164 2044 553617
164 2157 254414
164 2472 205834
164 3135 375816
164 4029 164576
164 4719 371849
164 5472 294350
165 388 728751
165 955 150251
165 1878 81752
165 2767 391695
165 3099 193505
165 3897 756265
165 4188 207520
165 4546 986469
165 5416 499975
165 5993 820283
166 924 213946
166 1372 293008
166 2237 191493
166 3085 249621
166 3272 84037
166 3464 730937
166 4063 779794
166 4918 145350
166 5596 572902
166 5625 473534
166 5672 342646
167 729 805355
167 1014 327435
167 1335 730218
167 1396 568314
167 2367 394358
167 3124 689978
167 3695 398602
167 3868 571543
167 4652 471561
167 5382 131720
167 5889 980876
168 372 744553
168 1191 299589
168 1622 439869
168 1848 17255
168 2274 447580
168 3161 45212
168 3410 533104
168 3679 837562
168 4102 619978
168 4768 652752
168 5312 443267
168 5585 997087
168 5631 28185
168 5795 492117
169 204 805039
169 1095 439940
169 1948 92479
169 2314 647074
169 2366 191620
169 3213 698632
169 4067 410059
169 4295 560310
169 4970 321789
169 5050 255652
169 5852 175831
170 235 732455
170 861 686466
170 1493 909145
170 2068 356675
170 2596 983613
170 3157 44467
170 3970 758392
170 4798 354238
170 5589 926799
170 5670 740774
171 306 225001
171 611 281165
171 1392 37388
171 1552 429587
171 2115 250707
171 3114 978369
171 3794 958464
171 4790 870825
171 5176 95670
171 5524 636998
172 334 344163
172 652 254993
172 1044 562112
172 1179 417476
172 2057 652138
172 3015 527878
172 3454 860474
172 3461 720178
172 4091 536945
172 4827 164336
172 5766 428105
172 5778 283754
173 357 937140
173 823 504887
173 1304 57048
173 1348 434643
173 2061 796036
173 2444 171824
173 2962 66858
173 3011 662655
173 3175 35279
173 3616 506637
173 3897 65619
173 4159 679577
173 4861 100950
173 5724 459806
174 1138 659606
174 1630 742103
174 1697 761378
174 2629 528466
174 3046 299926
174 3220 614804
174 3524 826349
174 3841 532514
174 4235 804323
174 4908 369024
174 5668 201661
174 5968 215378
175 399 247079
175 967 196090
175 1196 498880
175 1245 399186
175 1964 259504
175 2212 549448
175 2643 399065
175 3503 424708
175 3737 983015
175 3745 879934
175 4424 906521
175 5099 929001
175 5640 582698
176 725 577997
176 854 457823
176 1422 57560
176 2160 481657
176 2296 228617
176 2350 196321
176 3033 258557
176 3597 566130
176 3932 465980
176 4269 808042
176 4478 917351
176 4875 399494
176 4900 121269
176 5065 487378
176 5870 195862
176 5999 558710
177 787 532880
177 1557 950521
177 2171 573779
177 2823 491230
177 3651 943972
177 4560 347736
177 5443 590390
177 5861 476862
178 633 996422
178 702 270208
178 961 450
178 1429 525427
178 2248 114277
178 2529 570303
178 2859 11487
178 3767 722209
178 4371 413780
178 5189 677382
178 5616 992400
179 925 16660
179 1213 148984
179 1254 361709
179 2091 131767
179 2603 138610
179 2787 203719
179 3652 606985
179 3834 92643
179 3985 225810
179 4904 181453
179 5391 341757
180 872 445361
180 1356 154865
180 1442 219915
180 1698 405647
180 1706 680267
180 1988 506992
180 2292 914343
180 2468 935422
180 3318 787786
180 3919 567920
180 4917 148937
180 5366 447640
180 5449 421611
181 713 353097
181 1372 586244
181 1508 81371
181 1583 678001
181 2388 380989
181 2640 642451
181 3633 21871
181 4361 245984
181 4531 593070
181 4686 760943
181 4953 199292
181 5493 41538
182 1006 237339
182 1279 211911
182 2220 812535
182 2658 528389
182 3199 256033
182 3720 529912
182 3823 245873
182 4535 314444
182 5007 925514
182 5791 609342
183 298 918511
183 305 743625
183 1103 187277
183 1364 982341
183 1523 529901
183 2035 982497
183 2556 162422
183 3341 377055
183 4196 202525
183 4788 88239
183 5181 871855
183 5871 16265
184 313 603737
184 736 422268
184 806 201015
184 1184 647933
184 1201 14354
184 1927 134646
184 2537 342418
184 2689 3511
184 3614 895000
184 3993 455347
184 4773 977786
184 5322 771656
185 321 542049
185 1248 913829
185 1553 862844
185 2506 162041
185 3120 188572
185 3579 176980
185 4524 539391
185 4869 473650
185 5333 258990
185 5589 241881
186 300 51157
186 784 67848
186 1631 635619
186 2256 310400
186 2522 365353
186 3053 949314
186 3328 632711
186 3943 452470
186 3954 186007
186 4033 587582
186 4846 89059
186 5720 133203
187 706 549018
187 1442 467778
187 1684 676580
187 1923 358399
187 1982 519087
187 2223 378677
187 2930 207992
187 3868 446412
187 4738 251604
187 4772 559580
187 5338 488504
187 5924 977924
188 351 571737
188 687 593040
188 970 252090
188 1877 770301
188 2698 97684
188 3236 433752
188 4155 435936
188 4961 584357
188 5486 71834
188 5545 541516
188 5665 111822
189 908 147856
189 1865 417640
189 2568 502899
189 3123 69636
189 3180 967291
189 3500 158449
189 4070 360409
189 4421 475222
189 4999 402386
189 5754 551329
190 229 728135
190 233 838567
190 545 717419
190 971 690435
190 1203 364811
190 1352 493439
190 1468 733788
190 1605 412014
190 2296 232125
190 2714 129333
190 3154 652218
190 4052 217200
190 4616 309471
190 5389 842950
190 5611 886102
191 451 130584
191 1404 722178
191 2295 596371
191 2894 653678
191 3492 499762
191 4314 919037
191 5187 219962
191 5708 337238
192 833 831007
192 1161 170436
192 1378 345582
192 2006 923784
192 2050 722404
192 2127 517269
192 2976 110030
192 3852 771784
192 4830 639405
192 4853 101700
192 5853 388700
193 950 874873
193 1627 682985
193 1805 44202
193 2371 993181
193 2561 367572
193 3066 44626
193 3850 850086
193 4451 774568
193 4928 671004
193 5920 538746
194 211 455973
194 543 189350
194 1265 335358
194 1306 869725
194 1355 334690
194 2184 598922
194 2546 343165
194 2641 857915
194 3367 719628
194 3468 763649
194 3596 293078
194 4025 590565
194 4699 905348
194 4736 429029
194 5071 667134
194 5648 679708
195 1104 385405
195 1276 193266
195 1718 637248
195 2381 527483
195 2805 548936
195 3645 640588
195 4023 199107
195 4684 995005
195 5239 800309
195 5367 256984
195 5452 326044
195 5457 836432
195 5534 444033
195 5649 605210
196 1014 244660
196 1232 413574
196 1411 785483
196 1422 649426
196 1915 617493
196 2760 284428
196 3441 587432
196 3595 674139
196 4035 71158
196 4724 457101
196 5358 378672
196 5539 132677
197 806 587105
197 858 573079
197 1517 88365
197 1761 469670
197 2339 14817
197 3184 982413
197 3360 131270
197 4261 238668
197 4372 518681
197 5068 181894
197 5898 904186
198 533 25874
198 1311 988972
198 2200 683962
198 3193 830916
198 4111 225097
198 4427 997996
198 5178 789680
198 5413 403421
198 5667 614052
198 5928 969018
199 1077 203270
199 1315 127344
199 2257 220290
199 2487 833127
199 2954 664267
199 3764 666693
199 3804 520781
199 4381 644001
199 4502 934845
199 5417 900218
199 5573 583262
199 5889 942187
200 932 928792
200 1472 155348
200 2273 31766
200 2847 101071
200 3198 331917
200 3558 758640
200 4052 688839
200 4155 821760
200 4799 549795
200 5594 257776
201 345 932897
201 1256 527414
201 1714 257422
201 2381 699777
201 2982 809515
201 3839 128392
201 3889 641556
201 4430 154167
201 4555 159963
201 5069 178042
201 5739 967505
202 1058 366959
202 1697 957855
202 1794 971789
202 2417 86820
202 3345 664871
202 3423 957693
202 4099 965500
202 4807 230452
202 4903 394222
202 5559 809839
203 411 868731
203 545 720688
203 582 396003
203 1303 560711
203 1803 750608
203 2365 730458
203 2607 739417
203 3158 912382
203 3545 766722
203 4203 652609
203 4998 300350
203 5278 956646
203 5683 413731
203 5772 795627
204 480 828598
204 774 833006
204 1501 241981
204 1540 411730
204 2238 455101
204 2463 407657
204 3121 22034
204 3367 492426
204 3947 260627
204 4107 468653
204 4387 132768
204 4831 419982
204 4874 416441
204 5256 246126
204 5782 133360
205 1006 961953
205 1155 851806
205 1831 656129
205 2023 389405
205 2197 201292
205 3174 237182
205 3472 703010
205 3895 963075
205 4833 362402
205 5064 873590
205 5741 575998
206 860 408393
206 1678 723392
206 2188 804347
206 2931 63721
206 3074 818696
206 3291 191300
206 3658 166697
206 4498 702123
206 4717 171483
206 4812 233400
206 5588 602456
207 406 7393
207 622 48433
207 1597 663248
207 2371 214359
207 2621 65518
207 3145 288641
207 3168 284870
207 3899 300095
207 4259 480426
207 4566 332012
207 4706 461004
207 4905 11614
207 5123 473681
207 5827 206969
208 716 25787
208 719 520900
208 1069 285787
208 1291 902950
208 1847 648933
208 2042 492074
208 2494 273187
208 2938 930674
208 3851 28539
208 4232 415339
208 4425 403392
208 5251 816548
208 5837 736440
209 824 647495
209 902 811423
209 1900 539216
209 2321 198250
209 2883 818207
209 3350 681863
209 3460 765399
209 3513 769535
209 4360 423239
209 4687 825520
209 4834 559217
209 5082 289837
209 5487 332992
209 5498 214953
210 656 5065
210 1195 431292
210 1333 61961
210 1971 541354
210 2348 306887
210 2611 928935
210 2960 2125
210 3353 188748
210 3526 975927
210 4468 91763
210 5069 941813
210 5326 65817
210 5382 772446
210 5600 688047
211 377 242972
211 626 684230
211 1132 518540
211 1848 71819
211 2021 744069
211 2564 450411
211 2891 111478
211 3647 66451
211 4513 578855
211 5484 810144
212 941 316745
212 1893 309341
212 2446 992011
212 3224 363126
212 3626 385233
212 3913 439373
212 4390 242869
212 4616 507369
212 5196 521044
213 857 219939
213 1153 770326
213 1561 491407
213 2329 165629
213 2582 88094
213 2698 765400
213 3516 808860
213 3863 224158
213 4624 910709
213 4908 70886
213 5014 207516
213 5535 62830
213 5876 872389
214 919 834320
214 1714 870949
214 2025 285733
214 2265 826988
214 2401 463646
214 3152 299116
214 3398 268196
214 3626 815645
214 3635 116439
214 3974 923518
214 4169 161400
214 4966 411433
214 5467 469665
215 894 666005
215 1579 876086
215 1636 780356
215 2512 273357
215 2526 743961
215 3119 664001
215 3211 225590
215 3958 176560
215 4142 112294
215 4925 124180
215 5223 600573
215 5738 735167
216 1126 997316
216 1670 804766
216 2642 909848
216 3434 649328
216 3962 44877
216 4694 636235
216 4795 325088
216 5039 247061
216 5067 137244
216 5567 312618
216 5905 817411
217 844 785193
217 1816 905280
217 1926 603842
217 2364 326877
217 2463 154105
217 3231 461217
217 3303 105615
217 3307 786751
217 3797 191233
217 4275 597724
217 4956 163566
217 5271 457741
217 5860 724558
218 772 222247
218 1767 700706
218 2636 217539
218 2662 737500
218 3306 49867
218 3591 962872
218 3905 48390
218 4892 167530
218 5349 780601
219 423 258442
219 532 811037
219 1041 715793
219 1635 959827
219 2512 741539
219 3240 304821
219 3328 422974
219 3491 521794
219 3681 954701
219 4496 992689
219 5189 534033
220 1132 756698
220 1839 744903
220 2058 121167
220 2905 754456
220 3623 816641
220 4183 421107
220 4328 491705
220 5024 148972
220 5953 137234
220 6000 2749
221 891 805373
221 1798 512815
221 2708 210960
221 3685 569599
221 4685 47361
221 5601 904267
221 5652 424626
222 843 62140
222 1203 999076
222 1409 540352
222 2393 93312
222 2885 783040
222 3240 394815
222 4204 658941
222 5062 483713
222 5668 582582
223 991 159491
223 1265 159748
223 1698 785277
223 1798 218352
223 2686 11154
223 3007 371404
223 3778 737813
223 3889 771198
223 3903 635462
223 4080 19677
223 5030 329216
223 5057 759764
223 5585 200319
224 812 850276
224 1710 66558
224 1749 795389
224 1929 689138
224 2746 835456
224 2980 775521
224 3319 423739
224 3508 929095
224 4365 189001
224 4566 967055
224 4928 659663
224 5507 651390
225 368 676417
225 439 201674
225 518 870396
225 775 243355
225 1064 111166
225 1453 301677
225 1794 945527
225 2636 996797
225 2744 634362
225 3227 298198
225 3773 483577
225 3824 790899
225 3950 977457
225 4206 683788
225 4237 557646
225 4980 882177
225 5386 558169
225 5580 659840
226 676 903190
226 1521 239616
226 2448 236521
226 2752 621453
226 3110 430452
226 4018 246071
226 4949 794105
226 5914 984859
227 1086 8984
227 2041 61470
227 2156 788990
227 2615 950213
227 3125 402220
227 3499 304060
227 3551 936933
227 4056 965241
227 4829 188472
227 4992 624646
227 5764 778967
228 447 274874
228 865 37505
228 1188 330386
228 1896 389829
228 2136 547691
228 2916 30709
228 3070 477121
228 3234 223366
228 4212 568383
228 4947 485037
228 5729 668668
229 248 56792
229 605 269537
229 1034 244484
229 1530 917784
229 1581 839721
229 2130 850907
229 2169 246934
229 2779 814868
229 3300 453653
229 4295 279581
229 5097 980115
229 5837 466519
229 5925 530475
230 703 677256
230 968 596366
230 1590 440056
230 1660 575159
230 2493 495906
230 2495 71968
230 3447 979722
230 3959 160210
230 4068 751797
230 4884 252328
230 5197 519820
230 5515 763893
231 1011 725985
231 1494 929223
231 2297 944088
231 2988 966410
231 3336 688056
231 3364 283756
231 3486 847186
231 4422 919027
231 4605 509903
231 4931 483256
231 5341 388535
231 5701 766558
232 915 250870
232 1780 928356
232 2534 253837
232 2665 257090
232 2981 109354
232 3869 943755
232 3909 996298
232 4008 405448
232 4329 71206
232 4894 631858
232 5031 263943
232 5419 19039
233 872 33800
233 1370 539355
233 2071 884552
233 2456 567570
233 2868 640741
233 3539 629249
233 4406 355761
233 5318 446572
233 5962 572666
234 1171 360116
234 1574 166613
234 1887 914323
234 2349 456805
234 2958 450205
234 3145 703228
234 3985 542338
234 4058 608194
234 4092 17624
234 5018 426603
234 5050 477666
234 5320 538632
235 613 683895
235 1061 783025
235 1965 941763
235 2275 133020
235 2436 847922
235 3116 941835
235 3848 53837
235 4287 612936
235 4306 856018
235 5077 104709
235 5164 806316
235 5902 523062
236 925 916093
236 1176 948314
236 1244 452135
236 1931 654962
236 2862 128711
236 3724 171693
236 3740 77233
236 3942 174290
236 4202 141036
236 4219 728096
236 5042 949952
236 5505 149840
236 5576 395171
236 5850 470738
237 569 113975
237 1513 610776
237 2087 730257
237 2927 719708
237 3866 753153
237 4852 721002
237 5214 154031
237 5579 290946
237 5807 221654
238 849 75022
238 1494 820789
238 2460 16463
238 3433 689392
238 4058 142250
238 4179 286885
238 5108 790448
238 5932 964057
238 5949 315433
239 311 907723
239 703 760062
239 1419 512758
239 1503 192437
239 1550 783667
239 1984 285252
239 2609 5456
239 2854 131414
239 3623 27707
239 4005 236160
239 4685 276983
239 5313 758916
240 311 827739
240 623 761091
240 1138 656559
240 1297 567238
240 2243 815220
240 2544 501055
240 3195 904737
240 3293 545669
240 3812 622701
240 4101 356974
240 5042 987702
240 5132 178000
240 5563 172601
241 651 85228
241 1237 29673
241 1532 236676
241 2512 65737
241 3051 280538
241 3942 979776
241 4773 452462
241 5197 769886
241 5657 113161
241 5988 760128
242 269 616417
242 1265 880324
242 1727 274441
242 2394 242897
242 2427 224697
242 2729 48612
242 3359 671974
242 4261 870305
242 4562 902639
242 4753 92838
242 5630 778966
242 5646 508691
243 1140 723150
243 2034 755231
243 2304 597924
243 2910 616038
243 3177 398281
243 3672 726707
243 4615 495743
243 5350 197639
243 5390 222346
243 5654 326365
244 1160 655017
244 1742 17111
244 1940 50814
244 2360 142218
244 2856 816161
244 2966 282646
244 3368 61693
244 3631 63677
244 4277 898300
244 5216 977926
244 5358 242645
245 1126 932731
245 1624 301276
245 2045 496117
245 3030 763372
245 3058 799001
245 4007 731138
245 4202 325114
245 5108 205412
245 5714 376066
246 845 841820
246 1402 965865
246 1890 153206
246 2398 421431
246 2521 48005
246 2940 598342
246 3821 629502
246 4656 996157
246 5574 242951
246 5711 580641
247 732 854941
247 1544 518683
247 1590 280721
247 1676 64655
247 1807 235959
247 2408 14950
247 3271 230465
247 4056 479069
247 4376 374567
247 4915 175325
247 5897 724881
248 727 988067
248 1432 1752
248 1794 39197
248 2530 220692
248 2560 953676
248 3059 529712
248 3776 222220
248 4570 714724
248 5268 6104
248 5588 926647
249 382 363431
249 408 853456
249 1398 453921
249 1522 809327
249 1667 931681
249 1820 683211
249 2553 28256
249 3121 386282
249 4108 167611
249 4415 597014
249 4873 927018
249 5599 847677
249 5758 961801
250 508 457473
250 872 35224
250 1473 82146
250 2070 553408
250 2553 332869
250 3081 662161
250 3090 546560
250 3751 711220
250 4039 716916
250 4174 763569
250 4424 342098
250 5295 957263
250 5846 604241
251 826 301399
251 959 607300
251 1612 139957
251 1623 556228
251 2528 924508
251 2700 393313
251 3039 768041
251 3227 439499
251 3272 554747
251 3428 23616
251 3810 361423
251 3909 211951
251 4578 540196
251 4747 195283
251 5489 493409
252 920 794804
252 1020 962967
252 1824 222056
252 2149 388383
252 3106 729832
252 3656 971621
252 3822 107942
252 3978 463017
252 4961 567254
252 5481 443950
253 1191 642048
253 2120 706962
253 2355 633102
253 2592 206332
253 3446 301855
253 4441 954009
253 4743 41313
253 4903 638710
253 5536 174542
253 5550 576465
253 5990 704986
254 631 201141
254 973 42715
254 1711 686865
254 1720 816724
254 1871 645056
254 1872 379112
254 2511 226454
254 3207 549970
254 3510 615903
254 3823 823312
254 4023 669625
254 4842 154909
254 5448 300361
255 673 331152
255 924 241751
255 1800 794391
255 1889 28943
